Feature,Importance
FP_1147,0.0013024968095216773
FP_1569,0.0012945228602282378
FP_490,0.001293191567270311
FP_1884,0.001291483956955186
FP_338,0.0012824892452959142
FP_573,0.0012810973405824996
FP_1535,0.0012610863151544045
FP_235,0.0012392944349733025
FP_455,0.001232609697473285
FP_1951,0.0012287452024077534
FP_1301,0.0012277396805022366
FP_504,0.0012217660481477122
FP_1665,0.0012182208315315273
FP_1063,0.0012021425665411209
FP_738,0.0011963535441863458
FP_1261,0.0011942729807851724
FP_695,0.0011906500525768547
FP_1791,0.0011847684763346886
FP_1039,0.001181544929399924
FP_1928,0.0011555056055850027
FP_1391,0.0011552860090544375
FP_80,0.0011542260562806667
FP_739,0.0011511533639402048
FP_1236,0.0011510713627863184
FP_1689,0.001150718838110306
FP_1101,0.001136162999581531
FP_1750,0.0011318829774539354
FP_1995,0.0011141102061960155
FP_440,0.001105453808943631
FP_840,0.0011023543729055641
FP_1457,0.0011015986885527696
FP_890,0.0010995828974131728
FP_1417,0.001068195966551065
FP_1954,0.0010530487043380345
FP_460,0.0010424501164697402
FP_1430,0.0010408864796271377
FP_1476,0.001029903155163856
FP_294,0.001027727944734877
FP_1946,0.0010205948019601234
FP_687,0.0010175094965442664
FP_1250,0.001006929419139972
FP_1587,0.0010061380339146753
FP_725,0.0009937449345743252
FP_1738,0.0009891809548446266
FP_1060,0.0009819584932493045
FP_8,0.0009676221313411021
FP_61,0.0009658950816492912
FP_881,0.0009657784062567114
FP_199,0.0009593610681535969
FP_412,0.0009531157314722959
FP_1309,0.0009522341810058514
FP_1089,0.0009496689157081656
FP_1866,0.0009481841408594331
FP_1338,0.0009392215935617596
FP_675,0.0009309740839440182
FP_1171,0.000919527020875382
FP_1604,0.0009146630358702516
FP_480,0.0009131114674746761
FP_809,0.0009082188306677626
FP_841,0.000908025486545687
FP_1179,0.0008979220960749442
FP_950,0.0008974678921974729
FP_527,0.0008946158684634124
FP_343,0.0008771396282551717
FP_1184,0.0008755886975922907
FP_1849,0.0008682545041250212
FP_2042,0.0008674422187847701
FP_935,0.0008623071712745713
FP_1644,0.000858333032675133
FP_1564,0.0008533867180758862
FP_197,0.0008503220521623214
FP_1294,0.0008477835474560404
FP_774,0.0008354329803987957
FP_1971,0.000832381824607201
FP_464,0.0008305239246818619
FP_1279,0.000828327728245861
FP_1603,0.0008279852619255922
FP_1034,0.0008265993823453354
FP_1504,0.0008154668366177161
FP_561,0.0008093012926618635
FP_218,0.0008080492265677671
FP_926,0.0007919577485838153
FP_1920,0.0007872731610012896
FP_1980,0.0007842518305166118
FP_1444,0.0007760709515203531
FP_831,0.000771364266545022
FP_1123,0.0007645048380958969
FP_305,0.000760112077285628
FP_978,0.0007580415231868145
FP_1416,0.0007544084910606026
FP_847,0.0007527947857490424
FP_1295,0.0007470441405834059
FP_203,0.0007431304951249076
FP_101,0.0007395618490108199
FP_523,0.0007377682053232683
FP_1760,0.000736523901483873
FP_1066,0.0007358076084703267
FP_1163,0.0007321661848230965
FP_2013,0.0007284026382557141
FP_1017,0.0007265986951774036
