UMAP1,UMAP2,pKi
7.860337,14.741572,9.096910013008056
7.2647905,14.846214,7.795880017344075
7.29436,14.949981,7.823908740944319
3.8929532,16.95255,7.869988050328096
3.0121212,8.697501,9.289967300934247
-6.3745685,12.810529,8.823908740944319
-6.353462,12.824687,7.619788758288394
-6.3493924,12.827528,9.017728766960431
7.3045406,14.849483,8.096910013008056
9.803719,13.538213,7.026872146400302
-6.375307,12.81052,8.853871964321762
-6.333819,12.83717,6.958607314841775
7.2399745,14.879521,8.0
3.6848335,17.216385,8.049976093476673
3.9547212,17.022861,8.410050398674292
-6.534165,12.673513,6.346787486224656
-6.503264,12.703497,8.356547323513812
-6.5226936,12.6844225,6.318758762624412
-9.0570755,-10.061741,9.029978734171634
-6.3492646,12.822639,8.920818753952375
-6.3496304,12.828509,8.585026652029182
-6.325133,12.851689,7.031517051446065
7.2370973,14.890444,7.638272163982407
4.221429,17.158928,7.299988937677887
2.6378372,15.456534,9.059981844992336
1.8659533,10.235118,9.13000599987826
3.7208908,17.335854,7.299988937677887
-6.5208516,12.686369,8.443697499232712
7.293103,14.82331,9.0
8.317545,15.491014,8.55284196865778
-10.71362,-20.499268,7.853871964321762
7.226156,14.888286,6.292429823902063
-6.3486314,12.827008,8.638272163982407
7.248927,14.803657,8.397940008672037
7.2866073,14.930104,6.920818753952375
7.2480674,14.8375435,7.5376020021010435
8.316902,15.485227,8.060480747381382
3.8332326,16.98199,9.240030142445692
3.8525221,17.002295,9.33998877871067
-6.3610997,12.822584,8.568636235841012
-6.3741207,12.81324,9.42021640338319
7.315478,14.783167,9.0
7.307176,14.893164,6.585026652029182
8.025578,14.759211,5.698970004336019
-1.3379927,-6.723371,8.387216143280265
-1.3193972,-6.7296805,6.920818753952375
-1.4204956,-6.6500225,8.67778070526608
-1.447302,-6.619853,7.337242168318426
-0.90900326,-7.902918,7.958607314841775
-0.902471,-7.908198,7.251811972993799
-0.86909395,-7.523324,8.958607314841775
-0.8110878,-7.5269732,8.008773924307505
-1.0213789,-7.5144897,7.853871964321762
-1.0710967,-7.489151,6.958607314841775
-1.4528141,-6.178443,8.619788758288394
-1.4536527,-6.1680436,7.721246399047171
-0.87735516,-7.570947,8.698970004336019
-0.8532028,-7.5352993,7.397940008672037
-0.9293692,-7.6427126,8.853871964321762
-1.0292159,-7.7254076,7.744727494896693
-1.3444437,-6.7065015,9.0268721464003
-1.3535469,-6.6806264,8.1249387366083
-0.8542154,-7.536623,8.823908740944319
-0.82778126,-7.516804,7.455931955649724
-0.85759175,-7.562074,8.2839966563652
-0.8711972,-7.5600653,7.508638306165727
-1.659835,-7.130418,8.585026652029182
-1.6641713,-7.118238,7.309803919971486
-0.8431639,-7.5467086,8.920818753952375
-0.8569888,-7.5823026,7.853871964321762
-1.459718,-6.164083,9.065501548756432
-1.452666,-6.1751285,7.823908740944319
-1.4763672,-7.3939424,8.301029995663981
-1.484624,-7.4017816,7.397940008672037
-0.83635396,-7.524163,8.744727494896694
-0.82013535,-7.520006,7.823908740944319
-0.8144378,-7.5714726,8.886056647693163
-0.82664955,-7.553104,7.795880017344075
-0.8567188,-7.545172,8.823908740944319
-0.83050877,-7.5737514,7.920818753952375
-1.2782509,-7.404991,8.638272163982407
-1.3006566,-7.397663,7.568636235841013
-0.94300926,-7.650146,8.585026652029182
-0.9382242,-7.665001,7.102372908709558
-0.66286147,-7.6074023,8.55284196865778
-0.6488942,-7.621676,8.065501548756432
-1.2980279,16.619349,9.0
-1.647039,-7.133376,8.161150909262744
-1.6633325,-7.108108,6.721246399047171
-1.4751307,-7.3612785,8.3767507096021
-1.4782206,-7.3728514,7.552841968657781
-0.77664983,-7.5369453,8.0
-0.79923767,-7.5351114,7.060480747381382
-1.0107254,-7.526134,8.886056647693163
-1.0115625,-7.520781,7.853871964321762
-1.4905547,-6.576559,7.552841968657781
-1.4793601,-6.589993,6.2839966563652006
-0.9027876,-7.634374,8.142667503568731
-0.9030853,-7.641194,6.769551078621726
-1.4405998,-6.255659,8.823908740944319
-1.4386712,-6.2558594,7.376750709602099
-1.4090272,-6.4327602,8.113509274827518
-1.4055938,-6.4370646,6.6777807052660805
-1.450005,-7.406652,8.585026652029182
-1.4393092,-7.4077797,7.698970004336019
-0.7816676,-7.554132,8.327902142064282
-0.78238404,-7.5632734,7.508638306165727
-1.6815826,-7.459823,8.154901959985743
-1.7203026,-7.4841347,7.154901959985743
-0.59742963,-7.6426516,8.154901959985743
-0.6234601,-7.6174583,7.267606240177032
-0.8103843,-7.5567937,8.602059991327963
-0.8179596,-7.546257,7.619788758288394
-1.6732609,-7.4491096,8.161150909262744
-1.6802198,-7.446252,7.309803919971486
-1.4856868,-7.3950887,8.337242168318426
-1.4889206,-7.4011207,7.4089353929735005
-9.26335,10.463798,6.119186407719209
-1.6629429,-7.124375,8.207608310501746
-1.6654416,-7.1138906,6.795880017344075
-0.7947612,-7.6344867,8.698970004336019
-0.79104495,-7.6260643,7.443697499232712
-1.3428215,-6.733568,8.585026652029182
-1.3437647,-6.7419586,7.67778070526608
-1.6260668,-7.1457667,8.619788758288394
-1.6311156,-7.1400833,7.366531544420414
-1.4611456,-7.415989,8.769551078621726
-1.4755095,-7.4021616,7.5376020021010435
-0.8640255,-7.517195,8.050609993355087
-0.8437966,-7.5269017,6.698970004336019
-0.8143887,-7.5748024,8.823908740944319
-0.8164845,-7.548214,7.769551078621726
-0.8214486,-7.5153217,7.508638306165727
-0.8195954,-7.4673305,6.853871964321762
-1.448551,-6.225012,8.958607314841775
-1.4482139,-6.2255116,7.1938200260161125
-0.62087137,-7.614668,8.18045606445813
-0.6222772,-7.6213117,7.1249387366083
-0.8176011,-7.537073,8.309803919971486
-0.8152746,-7.5218525,7.130768280269024
-0.8642191,-7.565205,8.853871964321762
-0.8866683,-7.599695,7.769551078621726
-1.4800359,-6.588641,8.638272163982407
-1.4803004,-6.5914836,7.468521082957745
-1.4889141,-6.5734644,8.008773924307505
-1.5016385,-6.5751734,6.769551078621726
-1.6697325,-7.069461,8.301029995663981
-1.6590785,-7.104548,6.769551078621726
-1.7207389,-7.464397,8.3767507096021
-1.7317228,-7.4779997,7.036212172654444
-0.97572076,-7.624013,8.958607314841775
-0.98555684,-7.6081686,7.431798275933005
-1.3378167,-6.7238283,9.080921907623926
-1.3275614,-6.7367425,8.031517051446064
-1.7283126,-7.467304,8.075720713938118
-1.7298472,-7.467629,7.096910013008056
-1.3600928,-7.4847393,8.193820026016112
-1.349917,-7.4932675,7.055517327849832
-0.88644296,-7.8782635,8.301029995663981
-0.88775814,-7.8676744,6.958607314841775
-0.80329144,-7.5386686,8.619788758288394
-0.8038202,-7.5415325,7.823908740944319
-1.3386887,-6.722161,8.619788758288394
-1.3379512,-6.7246075,7.397940008672037
-1.4407367,-7.456693,8.086186147616283
-1.4585686,-7.4493146,7.036212172654444
-0.77727437,-7.544764,8.443697499232712
-0.78469694,-7.530413,7.468521082957745
-1.463932,-6.1218815,8.508638306165727
-1.4642789,-6.1216063,6.251811972993799
-1.5117805,-6.569565,8.086186147616283
-1.4974022,-6.566611,6.853871964321762
-1.6583729,-7.114716,7.958607314841775
-1.6520942,-7.126295,6.2839966563652006
-1.5004604,-7.3739047,7.886056647693163
-1.5014915,-7.360429,7.0655015487564325
-0.6113121,-7.6239166,8.619788758288394
-0.60973907,-7.624855,7.886056647693163
-1.0215489,-7.8887296,8.55284196865778
-1.001328,-7.864845,7.638272163982407
-1.6514392,-7.125467,8.769551078621726
-1.6494044,-7.127852,7.070581074285707
-1.0165744,-7.89625,7.853871964321762
-1.0427465,-7.8939347,7.167491087293763
-1.3404744,-6.74535,8.769551078621726
-1.3422544,-6.7269244,7.481486060122112
-1.4534574,-6.175616,8.481486060122112
-1.4538614,-6.172082,7.823908740944319
-1.3235298,-6.738923,8.795880017344075
-1.3335938,-6.729701,7.397940008672037
-0.7958193,-7.5267305,8.193820026016112
-0.8031939,-7.533915,7.0
-0.86424905,-7.842553,8.958607314841775
-0.9052266,-7.885889,7.886056647693163
-1.335542,-6.7177377,8.431798275933005
-1.3303496,-6.7066555,6.958607314841775
-1.6224647,-7.118405,7.886056647693163
-1.6418439,-7.127737,7.080921907623926
-0.7445011,-7.5155344,7.619788758288394
-0.7338751,-7.508506,7.187086643357144
-0.5638758,-7.666509,8.537602002101044
-0.61114436,-7.6273856,7.795880017344075
-1.0411506,-7.469245,8.769551078621726
-1.0464839,-7.466281,7.698970004336019
-0.80853254,-7.5543737,8.207608310501746
-0.77730465,-7.5908985,7.744727494896693
9.917555,13.22665,8.886056647693163
9.900988,13.215596,7.366531544420414
-1.0160846,-7.8679705,8.214670164989233
-1.0099428,-7.8704934,7.008773924307505
-0.89408755,-7.636275,8.958607314841775
-0.9158557,-7.646647,7.585026652029182
-0.9732328,-7.6192145,9.236572006437065
-0.95789737,-7.5937343,7.886056647693163
-1.282118,-6.759296,8.387216143280265
-1.3282095,-6.720871,7.070581074285707
-1.4543055,-7.4384437,7.67778070526608
-1.4500753,-7.434163,6.886056647693163
-1.0081037,-7.5188484,8.096910013008056
-1.0369422,-7.5112977,6.638272163982407
-0.7790683,-7.5577693,8.42021640338319
-0.7805595,-7.572508,7.744727494896693
-0.7745582,-7.547057,8.585026652029182
-0.793222,-7.537874,7.327902142064283
-0.8771601,-7.4940085,8.920818753952375
-0.82713395,-7.4996595,8.022276394711152
-1.329584,-6.7373815,9.2518119729938
-1.3487772,-6.737026,8.065501548756432
-1.6516591,-7.1230493,8.387216143280265
-1.6607174,-7.1046786,8.065501548756432
-1.654334,-7.102916,8.207608310501746
-1.6881231,-7.0669513,6.619788758288394
-0.849328,-7.508746,8.173925197299173
-0.85623175,-7.4797153,7.443697499232712
-1.4581906,-6.1308227,8.522878745280337
