UMAP1,UMAP2,pKi
9.81711,13.527698,7.280006173632396
-1.264735,16.602032,8.910094888560602
-1.2875131,16.594526,8.61996975203217
9.803112,13.530625,8.639974910810603
-1.3056175,16.652493,8.15002808767115
-1.325301,16.651394,6.770011163455189
7.2186403,14.690174,7.251811972993799
-1.2903206,16.608341,7.770062314092066
9.780886,13.544563,8.33998877871067
7.141647,14.711793,7.055517327849832
9.905137,13.397196,8.33998877871067
9.947974,13.271804,6.540004743952609
-1.2832483,16.600107,7.100015437450609
7.2299886,14.835651,6.3979400086720375
9.860828,13.417879,8.599980364934842
9.866202,13.384379,8.18996921359416
3.6356015,18.213434,6.508638306165727
9.817093,13.449967,7.519993057042849
3.5414734,15.760322,7.580044251510242
9.774588,13.558212,8.400007822415901
-1.2625896,16.610792,7.630042392653947
9.994414,13.158928,7.99012436628784
-9.263256,10.463485,7.689944262249108
3.63246,18.22218,6.036212172654444
9.802822,13.507535,7.360015751958412
9.858916,13.4467325,7.36997914888659
9.904066,13.344414,7.53003079050004
-25.010893,13.846374,9.221848749616356
9.886068,13.406366,8.049976093476673
9.983171,13.215326,6.879985747921933
9.983376,13.156703,8.040005161671584
3.6372366,18.225094,7.346787486224656
3.524084,17.322935,6.187086643357144
9.832964,13.495312,7.92009553233328
-1.2832769,16.614096,7.209996479609511
9.671548,13.404095,8.680061560019691
9.881275,13.394538,8.709965388637482
9.815578,13.51811,7.540004743952609
9.857235,13.483841,8.070019409484486
3.6455882,18.133482,7.187086643357144
-9.263269,10.463603,8.899974269892137
9.82326,13.508785,7.560036064079095
-1.30058,16.608677,7.830031826003108
3.8298786,17.111105,6.721246399047171
9.84668,13.50674,8.059981844992336
-1.3069974,16.606922,7.010016541698601
-1.3116382,16.59753,6.950007143079858
7.0641394,14.733329,6.301029995663981
3.7556121,17.37874,6.2441251443275085
-1.3428268,16.678999,7.270025714300444
9.894095,13.368763,7.639974910810602
9.826855,13.419002,8.79997073344623
9.875421,13.439778,8.36001575195841
3.6408129,18.225122,7.318758762624412
9.829261,13.497291,6.919987152892072
7.2323155,14.731557,8.397940008672037
7.2516627,14.659781,7.619788758288394
-13.066787,8.5187025,8.00436480540245
-4.073982,4.5662265,9.481486060122112
-4.074244,4.5661645,9.500038134403807
7.6361914,10.389624,7.00436480540245
7.282691,14.256285,7.366531544420414
-13.068625,8.537357,7.494850021680094
7.6476727,10.311699,8.154901959985743
7.4593735,14.1541195,7.346787486224656
-13.068406,8.537045,8.10790539730952
3.4924133,17.134783,6.386158178123931
-13.068846,8.537087,7.744727494896693
3.3837588,16.699265,7.107905397309519
7.625011,10.406087,7.292429823902063
-13.083624,8.557097,7.045757490560675
7.6324434,10.348729,8.301029995663981
7.6212573,10.413589,8.0
7.637614,10.376525,6.42021640338319
7.6507945,10.299639,7.614393726401688
3.8128357,16.504448,8.443697499232712
-13.071797,8.540092,9.299988937677888
7.7157774,11.472697,8.259637310505756
7.303253,14.347677,7.657577319177793
-13.084316,8.55609,9.1249387366083
-13.084255,8.556074,9.100015437450608
-4.0745087,4.5683756,7.468521082957745
-13.081479,8.554837,8.119186407719209
7.638921,10.346295,7.341988603342887
7.3158283,14.057116,8.221848749616356
-4.0744605,4.5646377,8.700057099977233
-13.072011,8.541012,6.422508200162775
7.646356,10.415216,7.769551078621726
-13.0691395,8.537347,7.920818753952375
7.634191,10.403262,7.688246138944246
-13.070016,8.538294,7.585026652029182
7.705435,11.501223,7.031517051446065
7.484197,14.287142,6.259637310505756
3.4272597,16.97148,6.441291429466834
7.6291146,10.399436,7.939302159646388
-4.0789266,4.5978827,6.72584215073632
-13.076786,8.553672,7.823908740944319
7.636798,10.379225,7.978810700930062
9.80501,21.749332,8.602059991327963
-13.0846195,8.556552,9.275724130399212
-13.084538,8.556459,9.299988937677888
7.622953,10.408757,7.610833915635467
-4.0756373,4.5689425,7.721246399047171
3.560431,16.879406,7.301029995663981
7.345604,14.036723,7.376750709602099
7.703957,10.228427,8.070581074285707
3.4143918,17.138718,5.94692155651658
7.6254086,10.417901,8.045757490560675
-13.087633,8.55956,8.823908740944319
-13.084632,8.556599,8.79997073344623
-4.0568275,4.5497694,8.853871964321762
-4.0707088,4.563658,8.899974269892137
7.6517835,10.344643,7.782516055786093
-13.069628,8.5411415,7.070581074285707
-13.144597,8.616625,10.040958607678906
-13.117597,8.589686,10.0
-13.116067,8.587053,10.065501548756432
-13.130811,8.601839,10.100015437450608
-13.072151,8.545045,6.718966632752273
-13.06028,8.528663,7.086186147616283
7.719373,11.483743,7.782516055786093
-4.078558,4.572024,8.744727494896694
3.558691,16.731283,7.154901959985743
6.74167,14.490501,9.4000078224159
7.7136726,14.616727,7.0
7.2981987,13.987002,8.53003079050004
8.008764,14.748747,7.599980364934842
-10.655347,-6.249291,8.230032198670557
-10.65531,-6.2493353,7.580044251510242
7.730093,14.630237,5.0
-10.655334,-6.249328,8.560036064079094
-10.655352,-6.2493463,8.15002808767115
-10.655361,-6.2494373,6.020001176026261
-10.655346,-6.2493834,8.580044251510243
-10.655343,-6.2493114,8.119987161633228
7.6532335,14.594534,7.700057099977233
-10.655056,-6.249006,8.36001575195841
-10.65555,-6.249345,7.880084589742009
6.771791,14.488569,7.0
-15.186321,11.850073,9.899974269892136
-10.655792,-6.249403,7.840132152907433
7.303934,14.06359,7.439973751087107
7.285803,13.982239,7.270025714300444
7.300279,14.001391,7.230032198670558
-10.655381,-6.2493625,7.280006173632396
7.9894514,14.730537,8.500038134403809
7.297096,13.997077,7.940058111938045
-10.6554365,-6.2492886,8.680061560019691
7.3085613,13.981994,7.950007143079858
-2.7464411,3.7566266,8.299988937677888
-10.655382,-6.2492743,8.709965388637482
-24.344213,13.270565,5.300000202445418
6.773281,14.484009,9.397940008672036
-15.18627,11.850126,9.744727494896694
-24.31879,13.253145,7.899974269892137
3.359648,16.540606,4.0
9.801912,5.1341376,7.853871964321762
6.9473457,14.437784,8.154901959985743
-25.009356,13.848996,9.599980364934842
-24.999434,13.840127,8.500038134403809
-24.470097,13.377358,9.299988937677888
-25.0082,13.8461685,8.100015437450608
9.769981,5.117558,7.920818753952375
8.11019,13.431783,8.050609993355087
8.090954,13.4076185,8.100015437450608
7.8183546,13.716543,7.886056647693163
-1.0418943,2.4627612,7.397940008672037
-1.2195052,16.558554,6.3872161432802645
7.690386,13.264075,9.096910013008056
7.706495,13.259769,9.100015437450608
7.638516,13.185753,8.318758762624412
9.744758,13.530742,9.309803919971486
9.74486,13.521832,9.299988937677888
7.8654914,13.287331,7.045757490560675
8.070415,13.429387,7.698970004336019
9.831928,13.340129,8.142667503568731
9.82703,13.354918,8.100015437450608
7.7822514,13.311038,8.920818753952375
7.7817698,13.308391,8.899974269892137
7.433,14.454436,7.346787486224656
7.555811,14.385297,7.259637310505756
8.09653,13.407094,8.318758762624412
8.098751,13.406486,8.299988937677888
-25.017183,13.854342,9.221848749616356
7.800678,13.248091,7.244125144327507
7.820635,13.327242,6.488116639021126
-1.2368654,16.57414,8.602059991327963
-1.2401837,16.577888,8.599980364934842
7.848248,13.64827,7.769551078621726
8.085787,13.42146,7.275724130399211
8.122638,13.401547,7.299988937677887
8.032221,13.395631,7.494850021680094
8.08956,13.4574175,7.744727494896693
-1.1792632,16.531193,8.585026652029182
-1.218097,16.566051,8.599980364934842
7.5906625,14.356849,8.229147988357855
10.507558,3.631355,6.913640169325252
7.4020534,14.431555,7.42021640338319
7.426341,14.379514,8.638272163982407
9.802924,13.31192,9.050609993355089
9.830127,13.3345,9.100015437450608
7.4082274,14.4135,7.920818753952375
7.7814465,13.3090105,8.958607314841775
7.7843013,13.344865,8.899974269892137
8.021553,13.375748,8.657577319177793
8.033464,13.385497,8.700057099977233
7.7653427,13.511651,8.721246399047171
7.7194576,13.545927,8.700057099977233
7.7266297,13.917402,7.568636235841013
-1.2043229,16.538668,8.154901959985743
8.054373,13.403044,7.920818753952375
8.057142,13.38504,7.899974269892137
7.689725,13.364711,7.769551078621726
7.7130904,13.357306,7.79997073344623
8.029725,13.585762,7.040958607678906
8.042489,13.567619,7.100015437450609
-10.722366,-20.491,8.397940008672037
6.088973,12.683601,9.130768280269024
6.1060443,12.664503,9.100015437450608
7.606236,14.343366,7.309803919971486
0.24231137,7.828738,7.199970640755866
7.734651,17.076445,7.400007822415902
7.7495074,17.63592,9.299988937677888
8.045769,16.195442,7.700057099977233
0.23885345,7.823776,8.199970640755867
7.7949367,17.12495,9.0
8.013514,16.181284,7.299988937677887
0.23887607,7.823653,8.199970640755867
7.7762804,17.068195,7.79997073344623
8.018539,16.162252,7.199970640755866
0.2390502,7.82389,7.299988937677887
7.7568555,17.090189,7.199970640755866
8.015784,16.164888,7.0
0.24159138,7.830119,7.199970640755866
7.780968,17.326435,7.79997073344623
8.033334,16.183758,6.799998134593398
0.23851259,7.8236604,7.50003813440381
7.7937665,17.109804,7.299988937677887
8.039931,16.160606,7.100015437450609
0.24036452,7.826966,6.399996913372259
7.810121,17.052523,8.0
8.029973,16.15148,7.400007822415902
8.719272,19.919025,9.2839966563652
8.720282,19.919079,9.280006173632396
8.719473,19.91863,8.34008379993015
8.721784,19.920425,8.33998877871067
-13.390995,13.696657,9.67778070526608
-13.378181,13.708764,9.689944262249108
-13.378808,13.708191,8.24033215531037
-13.387143,13.698716,8.240030142445693
6.1409435,6.9060345,9.389978975335854
6.123966,6.9251833,8.779891911959945
6.124104,6.9249616,8.779891911959945
4.8480597,15.343702,6.3872161432802645
4.841434,15.341696,8.221848749616356
-10.718505,-25.731018,9.346787486224656
-10.693718,-25.738976,9.349984047528162
-10.711289,-25.73223,8.869666231504993
4.859387,15.333494,8.167491087293763
4.8491335,15.309296,8.537602002101044
4.810185,15.354072,7.886056647693163
4.8266373,15.365466,7.552841968657781
4.852976,15.348194,7.744727494896693
4.5883646,15.55248,7.619788758288394
4.872109,15.348434,6.490797477668897
4.4306345,15.705635,6.522878745280337
4.564508,15.510897,8.522878745280337
4.5469823,15.573443,7.2839966563652
4.595101,15.370818,8.318758762624412
4.6446896,15.421501,7.481486060122112
3.779906,15.836208,8.958607314841775
4.6340504,15.510381,6.958607314841775
4.578016,15.6370735,8.744727494896694
-10.707124,-20.505762,7.853871964321762
9.779402,13.519051,7.026872146400302
-25.025593,13.862838,9.221848749616356
-6.3723125,12.814276,9.42021640338319
3.9884992,17.080112,6.199970640755866
15.100482,11.245783,8.698970004336019
-10.701062,-25.729507,8.869988050328097
-10.688254,-25.762753,9.161150909262744
-10.680351,-25.772915,9.160019442321657
-10.698319,-25.727615,8.590066876668706
-10.683733,-25.751318,8.590066876668706
-13.37644,13.710026,9.292429823902063
-13.390701,13.6957445,9.289967300934247
-13.388414,13.697991,8.707743928643524
-13.387481,13.699446,8.709965388637482
3.8297017,17.016514,9.69897000433602
-13.322904,13.768948,10.0
-13.32104,13.77086,10.0
-13.308524,13.78356,9.244125144327509
-13.323317,13.768549,9.240030142445692
-13.138637,13.998164,9.568636235841012
-13.129905,14.0079565,9.56992494444806
-13.14164,13.99508,9.0
-13.13799,13.998915,9.0
-13.346664,13.741096,9.721246399047171
-13.334958,13.752712,8.750068243365805
-13.33394,13.753781,9.113509274827518
-13.355906,13.731894,9.110026361596004
-13.38074,13.708769,9.455931955649724
-13.391794,13.707906,9.45001638884031
-13.376184,13.71417,8.978810700930062
-13.350893,13.739143,8.980053318321158
-13.341229,13.744038,9.721246399047171
-13.337042,13.750238,9.709965388637482
-13.31936,13.767996,9.187086643357144
-13.322976,13.764302,9.18996921359416
-13.294072,13.799804,10.045757490560677
-13.296009,13.797869,10.070019409484486
-13.306383,13.787375,9.267606240177033
-13.296841,13.797272,9.270025714300443
-13.379101,13.709214,9.657577319177792
-13.37842,13.709739,9.659952682338607
-13.376504,13.711368,9.2839966563652
-13.383642,13.704652,9.280006173632396
-10.703451,-25.771103,10.096910013008056
-10.719398,-25.76907,10.079981083971084
-10.72378,-25.764843,9.387216143280265
-10.724053,-25.78283,9.389978975335854
-10.713662,-25.760328,9.602059991327964
-10.655535,-25.716833,9.609948503541013
-10.659682,-25.801825,8.6903698325741
-10.658053,-25.72347,8.689944262249108
-9.92377,-24.41506,9.356547323513812
-9.926068,-24.419155,9.36001575195841
-9.930945,-24.426119,8.853871964321762
-9.933977,-24.43315,8.849857838151442
-10.74853,-25.682886,9.309803919971486
-10.79491,-25.661543,9.309981219211304
-10.763569,-25.671505,8.636388020107855
-10.763774,-25.689837,9.639974910810604
-10.698204,-25.75708,9.638272163982409
-10.689951,-25.73927,9.639974910810604
-10.682048,-25.761955,9.0
-10.69321,-25.754839,9.0
-10.750806,-25.641092,9.67778070526608
-10.740724,-25.629204,9.689944262249108
-10.7610445,-25.62842,9.142667503568733
-10.795595,-25.594624,9.14002155835798
-10.725617,-25.704351,9.05551732784983
-10.75285,-25.80512,9.059981844992336
-10.708876,-25.747427,8.476253533188435
-10.752631,-25.732512,8.480040819247932
-10.708664,-25.75071,9.568636235841012
-10.693655,-25.749077,9.56992494444806
-10.642671,-25.674309,9.040958607678906
-10.745352,-25.716919,9.040005161671584
-10.723173,-25.721424,9.585026652029182
-10.705438,-25.74089,9.580044251510245
-10.6995945,-25.736113,8.866461091629782
-10.708655,-25.746386,8.869988050328097
-10.714666,-20.4982,7.142667503568732
-10.716209,-20.496431,7.140021558357979
-10.750518,-20.463612,8.440093374963887
-10.726232,-20.487389,8.439973751087107
9.772769,13.557713,7.200659450546418
9.798007,13.534723,7.199970640755866
9.779182,13.558855,9.292429823902063
9.795278,13.558534,9.289967300934247
-15.186204,11.850117,8.667561540084394
-15.186267,11.850166,8.669992299127241
-15.186328,11.850076,10.096910013008056
-15.186102,11.849947,10.100015437450608
-9.263258,10.463494,6.119186407719209
-9.263345,10.463523,6.119998611678231
-9.263308,10.463535,8.602059991327963
-9.263419,10.463486,8.599980364934842
9.899606,13.292731,7.031517051446065
9.897472,13.30409,7.029978734171634
9.902992,13.285379,9.148741651280924
9.910327,13.292826,9.15002808767115
6.124513,6.9247246,9.387216143280265
-13.404282,13.683303,9.67778070526608
-13.406376,13.680867,9.66999229912724
-13.391554,13.696138,8.761953896871205
-13.411326,13.675585,8.759950227887352
-13.392224,13.695101,9.2839966563652
-13.3761015,13.711542,9.280006173632396
-13.4138565,13.672023,8.570247719997592
-13.402862,13.684429,8.569924944448061
3.665513,16.117615,4.600000074606178
-5.1148353,-0.99223983,5.700000503883016
-5.11763,-0.98964465,5.499999678657065
-5.118981,-0.9883667,5.59999938302362
-5.1235785,-0.9832125,5.300000202445418
-5.135401,-0.97117555,5.200000237109354
3.6083477,15.841826,5.800000874803203
-5.0944433,-1.0125629,5.499999678657065
3.6033537,16.110964,5.40000018605658
3.6624284,14.127053,7.720105019988362
3.476795,11.832002,8.550059011226661
-10.694606,-25.536474,9.349984047528162
-6.3670115,12.819242,9.059981844992336
-3.8934913,11.181732,5.0
2.9876165,14.375122,5.369999510099088
3.1405232,14.564179,7.090016305060156
3.0147092,14.3554735,6.970007824622153
2.5552487,14.394668,7.550059011226662
2.809072,14.3817425,6.119998611678231
2.735977,14.371639,7.819874124835946
2.9617856,14.040762,7.179995693191682
2.832441,14.49939,7.890084136976206
2.823828,14.453448,7.489991487059766
2.925125,14.430818,5.269999835325842
3.5711985,14.165941,7.599980364934842
-9.047517,-10.071198,8.51999305704285
5.429983,16.250273,8.910094888560602
2.5248673,14.410842,8.830031826003108
2.50723,14.383559,8.709965388637482
2.5058458,14.428543,9.199970640755865
2.5112338,14.427096,8.770062314092065
2.4496713,14.395668,8.669992299127241
1.8525667,10.305762,8.849857838151442
2.7857347,14.87022,9.0
2.5118532,13.689092,8.840132152907433
2.985384,8.580901,8.789949150124862
2.7481446,14.453015,8.260032303240491
2.4919577,14.409148,8.64994590642097
2.5434244,14.412361,9.13000599987826
2.480426,14.348844,8.700057099977233
2.5433695,14.350313,8.700057099977233
2.4986472,14.393595,9.0
2.5832548,14.439909,8.940058111938045
-10.724162,-20.488462,7.540004743952609
-10.694695,-25.740967,9.346787486224656
-10.671247,-25.708536,8.910094888560602
-10.133475,-25.124783,9.508638306165729
-10.139908,-25.133013,9.060480747381382
7.768246,11.611428,9.130768280269024
7.7580137,11.622654,8.67366413907125
-10.581523,-25.411676,9.130768280269024
-10.5463505,-25.364466,8.627087997029893
-10.513165,-25.358273,9.397940008672036
-10.502111,-25.350323,8.928117992693874
-10.913289,-25.560884,9.508638306165729
-10.9258375,-25.54754,8.801342913045577
-10.726941,-25.724213,8.98296666070122
-10.73229,-25.74652,8.402304814074487
-10.836119,-25.636625,9.537602002101044
-10.829749,-25.64816,9.096910013008056
-10.7682495,-25.60456,8.913640169325252
-10.74367,-25.61722,8.39577394691553
-10.422817,-25.380518,9.161150909262744
-10.4144945,-25.375452,8.600326278518962
-10.653232,-25.597898,9.481486060122112
-10.649051,-25.585033,9.236572006437065
-10.7087,-25.712416,9.075720713938118
-10.690775,-25.7215,8.485452247339714
-10.690787,-25.745523,9.721246399047171
-10.75234,-25.804705,9.167491087293763
-10.35539,-25.328812,9.366531544420411
-10.385453,-25.36415,8.567030709125595
-10.390907,-25.37526,9.148741651280924
-10.433172,-25.399164,8.540607512240769
-10.59706,-25.516617,9.886056647693165
-10.63552,-25.556652,9.397940008672036
-10.70646,-25.749422,9.130768280269024
-10.7085905,-25.737162,8.71669877129645
7.8499975,11.567264,9.468521082957745
7.865983,11.551966,8.847711655616944
7.8382535,11.605237,9.522878745280336
7.851778,11.619132,8.924453038607469
-10.130866,-25.134085,9.657577319177792
-10.129122,-25.132908,9.060480747381382
-10.432995,-25.38009,9.568636235841012
-10.410572,-25.374336,8.869666231504993
-10.436223,-25.422258,9.537602002101044
-10.438719,-25.38047,8.832682665251824
-10.490106,-25.301424,9.207608310501746
-10.470661,-25.302166,8.600326278518962
-10.521939,-25.43047,9.508638306165729
-10.526964,-25.420534,8.69680394257951
-10.408122,-25.366968,10.096910013008056
-10.4176855,-25.380384,9.568636235841012
7.9712644,11.130325,9.958607314841776
7.971587,11.102691,9.42021640338319
7.939214,11.235206,10.30102999566398
7.9222965,11.25,9.958607314841776
-10.0149555,-25.021551,9.853871964321762
-10.00576,-25.011278,9.455931955649724
-10.434525,-25.381363,8.525783735923746
-10.450808,-25.404501,7.747146969020107
7.958262,11.151945,9.267606240177033
7.962536,11.157859,8.559090917934782
7.3064466,14.964414,7.823908740944319
-5.143308,-0.96291447,5.045757490560675
-5.1178746,-0.9890152,5.290306130272208
3.6047392,16.144085,4.852230953739853
7.750811,17.630188,9.397940008672036
7.8039045,17.079123,6.795880017344075
-1.6951718,11.209027,7.045757490560675
8.137313,17.248806,9.397940008672036
8.009735,17.194866,7.769551078621726
7.7166567,17.043335,7.744727494896693
7.7522583,17.095177,8.698970004336019
7.784135,17.08416,8.221848749616356
7.7027035,17.05855,8.045757490560675
7.8139753,17.01078,8.301029995663981
7.761925,17.095156,7.602059991327962
7.7502646,17.0574,6.204119982655925
7.7277694,17.080399,8.301029995663981
7.8094106,17.02184,7.356547323513812
7.7359037,17.045628,7.698970004336019
7.8019056,17.095259,8.698970004336019
7.7885075,17.089697,8.397940008672037
8.031623,17.201838,6.013228265733755
7.992711,17.163168,7.301029995663981
7.811793,17.081081,6.769551078621726
7.8170514,17.087532,8.698970004336019
7.763585,17.114964,7.886056647693163
2.3968983,14.770691,8.045757490560675
7.843925,17.1465,7.67778070526608
7.777563,17.126291,8.522878745280337
8.124632,17.234833,8.522878745280337
8.09673,17.22743,8.522878745280337
8.126736,17.238842,8.698970004336019
8.139495,17.242002,9.69897000433602
8.128989,17.24217,9.69897000433602
7.803109,17.112806,7.221848749616356
8.068894,17.213928,7.397940008672037
8.126686,17.231087,8.769551078621726
8.126429,17.243578,9.397940008672036
8.136529,17.244736,8.721246399047171
3.7211351,17.19781,5.0
4.0501394,17.171822,5.3979400086720375
3.6759806,16.844196,8.522878745280337
3.829563,16.982506,9.397940008672036
-8.7255125,-10.299376,8.096910013008056
-9.050983,-10.066878,7.744727494896693
-8.955845,-10.140909,7.443697499232712
-8.626466,-10.383414,9.30102999566398
-8.61707,-10.390776,7.853871964321762
-8.606004,-10.402964,7.397940008672037
-8.677347,-10.339447,8.221848749616356
-8.722032,-10.302766,7.522878745280337
-8.700888,-10.321749,6.603800652904264
3.6432595,16.821064,7.346787486224656
3.901738,17.052336,9.0
-8.712152,-10.312822,7.244125144327507
-9.043458,-10.07218,6.5934598195660445
-8.96946,-10.127758,6.496209316942819
-8.6277895,-10.382256,8.301029995663981
-8.620375,-10.3881855,7.301029995663981
-8.630634,-10.37854,6.462180904926726
-8.660719,-10.354885,7.050609993355087
7.7507524,17.078484,8.397940008672037
8.105046,17.22887,7.397940008672037
7.738519,17.01808,8.397940008672037
7.830119,17.104656,8.096910013008056
7.705337,17.034424,7.619788758288394
2.6118007,15.788601,8.0
7.7506337,17.09679,7.292429823902063
7.7681003,17.080423,7.346787486224656
7.7278595,17.058506,6.501689446210399
7.7631273,17.057568,7.638272163982407
4.6745768,16.53588,7.468521082957745
7.787636,17.09767,7.585026652029182
7.780264,17.058905,7.920818753952375
7.4184375,16.609962,7.2839966563652
7.773175,17.095554,7.920818753952375
7.785743,17.104946,7.346787486224656
7.767686,17.061697,8.045757490560675
7.778784,17.058954,7.920818753952375
7.7825875,17.095955,7.823908740944319
7.7853217,17.055069,7.823908740944319
7.770994,17.08632,8.522878745280337
7.7577357,17.071226,8.221848749616356
7.588504,17.170713,8.397940008672037
7.7497845,17.09451,8.522878745280337
7.7275243,17.072409,7.795880017344075
7.685826,17.04395,7.886056647693163
5.4400883,16.251331,8.397940008672037
7.7688646,17.041231,8.522878745280337
7.754625,17.088486,8.301029995663981
7.7937517,17.0946,7.795880017344075
7.7909107,17.088688,9.0
7.8005004,17.115528,8.522878745280337
3.9711976,16.867998,7.769551078621726
3.6656868,16.874783,7.481486060122112
7.015984,15.151332,7.400007822415902
6.3956056,16.622139,8.400007822415901
7.2296877,14.7130995,7.400007822415902
7.1556144,14.725637,7.700057099977233
7.121673,14.690554,7.400007822415902
7.018236,14.859598,8.500038134403809
7.0738196,14.669379,8.199970640755867
7.1396523,14.64212,8.100015437450608
7.145253,14.700541,7.599980364934842
9.179863,14.7980175,7.100015437450609
7.230674,14.731588,8.500038134403809
7.198148,14.697304,6.199998172182031
5.3531437,15.759792,7.0
7.005153,15.136539,7.400007822415902
7.0414824,15.126659,7.50003813440381
6.5800443,14.76714,7.79997073344623
6.421378,16.631268,8.299988937677888
7.113712,14.8071995,7.79997073344623
7.102755,14.793953,8.100015437450608
7.198985,14.807908,7.50003813440381
7.0456257,14.817174,7.79997073344623
7.2082624,14.658233,8.79997073344623
7.0760756,14.699713,8.400007822415901
7.1974087,14.605521,8.299988937677888
7.0758123,14.734254,8.100015437450608
9.183715,14.79458,7.899974269892137
6.667579,14.733449,8.599980364934842
7.0051384,15.117398,8.500038134403809
7.016427,15.118046,8.0
5.4200444,15.715148,7.199970640755866
7.0261507,15.14596,8.400007822415901
7.1710534,14.71584,7.400007822415902
3.9649358,14.2391205,6.454692883534176
3.9541886,16.187088,7.958607314841775
3.9163795,16.734344,6.769551078621726
3.9985435,14.152149,7.508638306165727
4.0149436,14.121875,7.508638306165727
3.98323,14.135578,6.749579997691106
3.6970713,17.219763,5.0
4.2664895,15.911983,8.397940008672037
4.1683555,15.852171,6.823908740944319
4.1896205,15.843387,6.823908740944319
4.2464247,15.946862,8.154901959985743
4.199292,15.870128,7.337242168318426
4.1903815,15.868706,7.657577319177793
4.2082644,15.894062,7.823908740944319
4.3449097,15.845613,8.301029995663981
4.2859154,15.917472,7.958607314841775
4.2659335,15.907623,7.853871964321762
4.292739,15.862377,8.154901959985743
4.2714825,15.87776,8.397940008672037
4.264238,15.90444,8.301029995663981
4.349527,16.037115,7.920818753952375
3.575819,16.396214,5.039999923502186
-2.116914,8.796147,7.311580177997289
-2.1158497,8.802934,7.935542010773082
2.740296,17.561495,7.419075024324381
2.7660315,17.53977,7.91721462968355
-1.971985,9.058598,7.373659632624958
2.9808218,17.527502,8.795880017344075
3.028316,17.485062,9.142667503568733
2.8648083,17.923794,9.013228265733757
2.8646586,17.907797,9.275724130399212
2.8744695,17.984259,8.958607314841775
2.8381746,17.997686,9.585026652029182
2.619864,17.663038,7.154281982033341
2.6295865,17.641857,8.537602002101044
-1.9513758,9.0955,7.488116639021126
-1.9683485,9.064138,7.767003889607846
2.9095004,17.567865,8.88941028970075
2.8952107,17.536354,9.69897000433602
3.1246862,18.464224,9.096910013008056
3.126939,18.484364,9.69897000433602
2.732849,18.134254,9.2518119729938
2.7207932,18.138533,9.468521082957745
-2.047605,8.94264,7.43533393574791
-2.0676668,8.911018,7.712198270069774
2.6083317,17.624523,7.127843727251707
2.6514304,17.605278,7.623423042943488
-2.0044613,9.013187,7.402304814074488
-1.9878795,9.03468,8.309803919971486
3.0591936,17.456144,9.050609993355089
3.0453365,17.471329,9.769551078621726
2.7463455,18.019724,9.337242168318426
2.745473,18.112196,9.193820026016112
3.5470796,17.62532,6.522878745280337
3.8125272,17.53169,6.522878745280337
3.7640412,16.95716,6.522878745280337
3.594901,17.638874,6.522878745280337
3.5731153,17.619194,6.522878745280337
3.4381237,17.364157,7.645891560852599
3.4744668,17.411459,8.136677139879543
3.5586748,17.52673,6.728158393463501
3.4604805,17.45514,6.806875401645538
3.8827682,17.089554,6.889410289700751
3.5054526,17.007442,7.744727494896693
3.591507,17.585955,7.508638306165727
3.6514475,17.478577,7.387216143280264
3.8391542,17.065968,7.267606240177032
3.5265143,17.5405,6.85078088734462
3.70305,17.400934,6.522878745280337
3.889909,17.39929,6.522878745280337
2.8946111,17.579885,6.522878745280337
2.8170335,17.794748,6.522878745280337
3.1736636,17.738619,7.229147988357855
3.0828524,17.78584,7.021363051615525
3.3201704,17.24129,6.812479279163537
2.794725,17.605837,8.09151498112135
2.765502,17.853168,9.275724130399212
2.7487636,17.997438,9.455931955649724
2.7213395,18.150322,9.468521082957745
3.31108,17.237106,9.221848749616356
2.8234305,17.518503,8.67778070526608
2.814296,17.760433,8.130768280269024
2.7721803,17.958187,8.995678626217357
2.7510808,18.129929,9.267606240177033
2.8585181,17.72113,6.522878745280337
2.715335,17.91932,6.522878745280337
2.857229,17.866568,7.812479279163536
2.7848628,17.919853,7.074687908500351
3.6752608,17.09577,6.522878745280337
-9.055118,-10.063525,8.179995693191682
6.5584903,14.803828,5.480000159330324
3.5528407,15.769929,8.92009553233328
3.740325,13.686962,7.819874124835946
-6.902757,17.790062,6.170001911302621
2.592357,15.252457,7.090016305060156
-2.1346493,8.784022,5.410000161858408
2.9796624,8.55361,5.679999195735272
-1.8619009,19.27205,6.669992299127241
4.6584206,16.549143,6.9399824574684
-2.1521258,8.770496,7.330032630091495
2.979305,8.554717,8.040005161671584
4.0358315,15.787255,8.400007822415901
4.1422024,16.144588,5.059999795537068
3.46834,15.769457,5.390000296157769
-9.05533,-10.063326,8.730020323354676
6.561741,14.817398,6.119998611678231
3.5705047,15.776236,9.47005659834133
3.7588823,13.653701,8.20999647960951
-6.9025636,17.78976,6.399996913372259
-2.1348464,8.789327,5.849999245077862
2.6254835,15.262111,7.910094888560602
2.9780352,8.553535,6.2500010234416505
-1.8617984,19.272251,7.430041181903406
4.6635227,16.53956,7.330032630091495
-2.1468668,8.771945,8.199970640755867
2.9786801,8.555158,8.770062314092065
4.0373516,15.829283,8.929962133392245
3.4666343,15.762288,5.90999956608739
4.128423,16.176823,5.349999603463148
5.1411953,10.845282,7.055517327849832
-10.732121,-20.48097,7.291579099865287
5.2667937,10.567195,8.275724130399212
5.2660317,10.571036,8.443697499232712
5.1388326,10.846628,6.539102157243452
5.1374717,10.847941,6.692503962086787
5.2714553,10.563357,7.455931955649724
