PC1,PC2,pKi
-4.8521668883897755,7.300813563056565,7.42021640338319
-4.601358877618945,3.9596603315936116,8.366531544420413
-6.5098296969214955,7.475866932179432,6.301029995663981
-3.3506809971398885,6.390294157679973,7.698970004336019
-4.9186442650186555,6.97546148551081,6.910094888560602
-6.792494872130023,9.97636316153925,9.221848749616356
-3.124811400676192,6.771652301658505,8.638272163982407
0.5053947335444343,1.0858284704945724,9.500038134403807
-4.678514411893374,6.67134175499625,7.638272163982407
-1.327372683019294,1.0280619233968409,8.397940008672037
-5.140063273823494,7.599189149214042,8.0268721464003
-1.327372683019294,1.0280619233968409,8.397940008672037
-4.076007754765428,6.365978935769716,6.301029995663981
-3.8735590044950348,6.91243202612203,7.657577319177793
-3.8264214307911764,6.591369895418956,7.721246399047171
0.019277436969452433,0.531352098621585,9.4000078224159
-4.377460389457971,6.982784942570993,6.853871964321762
-3.8927495037028312,6.614002025155929,7.443697499232712
-4.865386397304,4.184044604096389,7.189095719331299
-4.577745623802743,3.942965438071907,8.320572103387882
-4.219122816068176,5.928486553897225,7.920818753952375
-3.442387665373051,6.980457390755762,7.853871964321762
-3.9034697022423894,6.657166800669972,7.5376020021010435
-4.8652505139777915,4.183786247653152,7.995678626217358
-3.518239543424546,5.922720657296333,7.744727494896693
-6.665393465588898,8.619082439952027,7.292429823902063
-4.807219698987114,6.512437876822609,7.42021640338319
-5.370224446787151,7.344653872091224,6.585026652029182
-3.7745482987401267,6.675643717762913,8.075720713938118
-4.577736987994282,3.942949018715534,8.882728704344236
-3.7414122820232936,6.147960592458112,7.431798275933005
-6.494442801894205,7.7082266323787,6.301029995663981
-4.601453199561495,3.9598396669269214,7.374687549038326
-3.9927385623203273,5.92375028874308,6.966576244513051
-0.21538401712305208,0.8669048427396072,8.79997073344623
-4.601575146136299,3.9600715252734164,7.040005161671584
-4.86523159981517,4.183750285950431,8.602059991327963
-1.3273693232667225,1.0280555354628045,8.576754126063193
-3.8400424920561664,6.840684268012673,7.823908740944319
-5.6887213423272005,6.658003094151819,7.568636235841013
1.785567315954608,2.584079477911579,6.82102305270683
1.2980513011966868,0.8431880834196677,8.3767507096021
1.6974468837315653,1.3506199510913548,5.0
0.6064238978318037,0.2036021938662769,8.221848749616356
-5.44263669703852,8.04009666467618,6.958607314841775
-5.442611809982435,8.040049346646278,7.0
3.241848500424403,2.4798436285060004,6.384049948343599
2.001744291792509,1.1438505053802583,8.455931955649724
-5.808019789184228,6.612813048253804,7.102372908709558
1.6772609290574199,1.7697748373212334,8.2839966563652
-5.81541244442032,10.492446646567807,7.397940008672037
-3.135964524550292,8.648607942854632,6.0
-5.75778450896318,9.456905177134619,7.657577319177793
-5.757779407116685,9.456895476938488,7.700057099977233
2.318565669695632,-0.7582259971347237,7.259637310505756
2.5393140456462455,0.2478885051946552,6.58838029403677
5.495485145925936,1.4311423297322468,6.681936665037238
-4.899430784190344,6.902515015706105,8.431798275933005
1.111682790529334,1.2206593240576702,8.337242168318426
1.3693597335830376,0.5263648750742987,6.920818753952375
-3.210954068505798,7.070054456793634,7.5376020021010435
-3.2110984134310727,7.070328901367032,7.060480747381382
-4.811751061056956,7.402324965974662,8.537602002101044
