tSNE1,tSNE2,pKi
-17.042585,101.415146,8.086186147616283
-17.042585,101.415146,6.853871964321762
-9.36504,98.31555,7.958607314841775
-9.36504,98.31555,6.2839966563652006
-4.992189,96.03268,7.886056647693163
-4.992189,96.03268,7.0655015487564325
-2.7092066,116.10575,8.619788758288394
-2.7092066,116.10575,7.886056647693163
8.234223,111.50394,8.55284196865778
8.234223,111.50394,7.638272163982407
-8.029653,95.41694,8.769551078621726
-8.029653,95.41694,7.070581074285707
9.16631,111.53055,7.853871964321762
9.16631,111.53055,7.167491087293763
-8.318572,101.923096,8.769551078621726
-8.318572,101.923096,7.481486060122112
-19.677702,94.44758,8.481486060122112
-19.677702,94.44758,7.823908740944319
-12.714941,102.56169,8.795880017344075
-12.714941,102.56169,7.397940008672037
4.336264,108.14447,8.193820026016112
4.336264,108.14447,7.0
8.759814,104.96207,8.958607314841775
8.759814,104.96207,7.886056647693163
-10.241581,104.10781,8.431798275933005
-10.241581,104.10781,6.958607314841775
-8.546871,97.667625,7.886056647693163
-8.546871,97.667625,7.080921907623926
-6.518221,106.30388,7.619788758288394
-6.518221,106.30388,7.187086643357144
-5.447066,116.69195,8.537602002101044
-5.447066,116.69195,7.795880017344075
-3.7630613,103.41882,8.769551078621726
-3.7630613,103.41882,7.698970004336019
-4.279168,105.83533,8.207608310501746
-4.279168,105.83533,7.744727494896693
-14.255017,91.9176,8.886056647693163
-14.255017,91.9176,7.366531544420414
8.289004,111.517166,8.214670164989233
8.289004,111.517166,7.008773924307505
0.7895214,106.101974,8.958607314841775
0.7895214,106.101974,7.585026652029182
0.80502355,103.41183,9.236572006437065
0.80502355,103.41183,7.886056647693163
-16.826942,97.56509,8.387216143280265
-16.826942,97.56509,7.070581074285707
-0.70524067,98.27496,7.67778070526608
-0.70524067,98.27496,6.886056647693163
5.05196,100.614525,8.096910013008056
5.05196,100.614525,6.638272163982407
-3.4490254,111.08826,8.42021640338319
-3.4490254,111.08826,7.744727494896693
-9.276986,109.23947,8.585026652029182
-9.276986,109.23947,7.327902142064283
-3.7978978,107.91882,8.920818753952375
-3.7978978,107.91882,8.022276394711152
-12.968132,100.22045,9.2518119729938
-12.968132,100.22045,8.065501548756432
-9.193121,97.492096,8.387216143280265
-9.193121,97.492096,8.065501548756432
-10.827617,94.76118,8.207608310501746
-10.827617,94.76118,6.619788758288394
-5.411227,108.59216,8.173925197299173
-5.411227,108.59216,7.443697499232712
-24.55278,91.63754,8.522878745280337
-24.55278,91.63754,6.619788758288394
1.852056,96.56153,8.0
1.852056,96.56153,7.0
2.2234275,111.30333,8.154901959985743
2.2234275,111.30333,6.886056647693163
